Name,Subtotal,Shipping,Taxes,Total,Created at,Billing City,Billing Zip,Billing Province,Billing Country
#1030,88.88,11.75,9.15,100.63,2014-11-25 14:45:53 +1100,Darwin,'0812,NT,AU
#1948,14.99,10.3,2.3,25.29,2016-12-13 11:45:08 +1100,Darwin,'0820,NT,AU
#2104,57.98,15.2,6.65,73.18,2017-04-24 20:43:35 +1000,Wadeye,'0822,NT,AU
#1848,18,0,0,18,2016-12-01 12:50:19 +1100,BELLAMACK,'0832,NT,AU
#1847,19.99,14.45,3.13,34.44,2016-12-01 11:08:28 +1100,JOHNSTON,'0832,NT,AU
#1844,59.99,23.75,7.61,83.74,2016-11-30 08:24:48 +1100,BELLAMACK,'0832,NT,AU
#1168,29.97,14.45,4.04,44.42,2015-07-16 15:24:33 +1000,Johnston,'0832,NT,AU
#1270,40.8,13.05,4.9,53.85,2015-11-14 21:39:59 +1100,Howard Springs,'0835,NT,AU
#1897,34.99,13.05,4.37,48.04,2016-12-07 16:11:26 +1100,Berry Springs,'0838,NT,AU
#1983,35.93,10.3,4.2,46.23,2017-01-05 18:12:06 +1100,Alice Springs,'0870,NT,AU
#1124,58.5,11.8,6.39,70.3,2015-05-15 13:48:58 +1000,Alice Springs,'0870,NT,AU
#1888,74.97,23.75,8.97,98.72,2016-12-06 18:10:28 +1100,Nhulunbuy,'0881,NT,AU
#1125,94.36,13.05,9.76,107.41,2015-05-16 18:00:09 +1000,Nhulunbuy,'0881,NT,AU
#1749,29.99,8,3.45,37.99,2016-11-09 21:17:35 +1100,Jabiru,'0886,NT,AU
#1734,138.87,34,15.72,172.87,2016-11-04 13:23:16 +1100,JABIRU,'0886,NT,AU
#1378,70.29,16.25,7.87,86.54,2015-12-18 08:30:22 +1100,Australis Square,'1215,NSW,AU
#1183,22.95,8,0.73,30.95,2015-08-08 14:52:18 +1000,Ingleburn,'1890,NSW,AU
#2022,32.99,9.79,3.89,42.78,2017-02-05 19:26:09 +1100,Sydney,'2000,NSW,AU
#1409,17.95,8,1.63,17.95,2016-01-20 13:20:26 +1100,Sydney,'2000,NSW,AU
#1408,82.88,30,7.53,82.88,2016-01-20 11:04:33 +1100,Sydney,'2000,NSW,AU
#1318,85.94,30,10.54,115.94,2015-12-02 11:16:14 +1100,SYDNEY,'2000,NSW,AU
#1276,21.85,30,4.71,51.85,2015-11-17 09:50:15 +1100,Sydney,'2000,NSW,AU
#1201,31.99,13.05,4.09,45.04,2015-09-06 19:19:33 +1000,Sydney,'2000,NSW,AU
#1112,25.95,7.5,0.68,33.45,2015-04-28 11:10:54 +1000,Sydney,'2000,NSW,AU
#1022,49.95,7.5,5.22,57.45,2014-11-12 21:42:08 +1100,sydney,'2000,NT,AU
#1359,57.98,16.25,6.75,74.23,2015-12-12 11:52:14 +1100,Sydney,'2001,NSW,AU
#1576,9.95,10.3,1.84,20.25,2016-08-08 14:11:26 +1000,Sydney,'2007,NSW,AU
#2089,49.98,8.2,5.29,58.18,2017-03-31 09:59:35 +1100,Pyrmont Sydney,'2009,NSW,AU
#1255,63.92,16.25,7.29,80.17,2015-11-04 13:15:42 +1100,Pyrmont,'2009,NSW,AU
#1619,24.99,8,3,32.99,2016-09-01 12:31:07 +1000,sydney,'2010,NSW,AU
#1740,85.17,13.05,8.93,98.22,2016-11-07 14:54:43 +1100,Elizabeth Bay,'2011,NSW,AU
#1390,9.95,0,0.9,9.95,2015-12-23 13:28:52 +1100,Alexandria,'2015,NSW,AU
#1389,34.4,13.05,3.13,34.4,2015-12-23 13:00:53 +1100,Alexandria,'2015,NSW,AU
#1082,23.95,11.8,3.25,35.75,2015-02-20 15:21:19 +1100,Alexandria,'2015,NSW,AU
#1259,39.9,16.25,5.1,56.15,2015-11-05 13:48:18 +1100,Redfern,'2016,NSW,AU
#1054,19.95,20,3.63,39.95,2014-12-17 20:23:57 +1100,Sydney,'2017,NSW,AU
#1981,53.98,13.05,6.09,67.03,2016-12-28 14:58:41 +1100,Rosebery,'2018,NSW,AU
#1465,35.7,14.45,4.56,50.15,2016-05-21 10:13:46 +1000,MASCOT,'2020,NSW,AU
#1455,44.45,13.05,5.23,57.5,2016-05-06 19:36:47 +1000,Mascot,'2020,NSW,AU
#1197,39.9,16.25,5.1,56.15,2015-08-30 19:31:51 +1000,Mascot,'2020,NSW,AU
#1153,62.95,25,8,87.95,2015-06-22 18:35:26 +1000,Mascot,'2020,NSW,AU
#1497,16.95,10.3,2.48,27.25,2016-06-14 06:34:45 +1000,Paddington Sydney ,'2021,NSW,AU
#1688,89.01,13.05,9.28,102.06,2016-10-03 11:03:02 +1100,Queens park,'2022,NSW,AU
#1325,22.99,13.05,3.28,36.04,2015-12-04 15:28:20 +1100,Bondi Junction,'2022,NSW,AU
#1100,17.95,7.5,2.31,25.45,2015-04-13 12:56:15 +1000,Waverley,'2024,NSW,AU
#1075,64.9,14.75,7.24,79.65,2015-01-31 11:59:26 +1100,Bronte,'2024,NSW,AU
#1958,78.97,23.75,9.34,102.72,2016-12-14 12:55:27 +1100,Sydney,'2026,NSW,AU
#1088,60.72,13.05,6.71,73.77,2015-03-10 08:33:05 +1100,Bondi,'2026,NSW,AU
#1021,23.95,12.5,3.31,36.45,2014-11-12 13:36:55 +1100,Edgecliff,'2027,NSW,AU
#1492,43.39,14.45,5.26,57.84,2016-06-10 13:42:20 +1000,Dover Heights,'2030,NSW,AU
#1951,31.99,13.05,4.09,45.04,2016-12-13 14:18:50 +1100,Randwick,'2031,NSW,AU
#1332,24.99,8,3,32.99,2015-12-06 08:34:31 +1100,Randwick,'2031,NSW,AU
#1137,109.95,25,12.27,134.95,2015-06-05 22:14:48 +1000,Clovelly,'2031,NSW,AU
#1887,29.95,8,3.45,37.95,2016-12-06 17:30:07 +1100,Daceyville,'2032,NSW,AU
#1902,112.95,14.45,11.58,127.4,2016-12-08 08:16:30 +1100,Coogee,'2034,NSW,AU
#1719,160.87,16.65,16.14,177.52,2016-10-23 08:57:07 +1100,South Coogee,'2034,NSW,AU
#1973,31.98,10.3,3.84,42.28,2016-12-17 19:24:41 +1100,Maroubra,'2035,NSW,AU
#1165,86.29,14.45,9.16,100.74,2015-07-08 20:48:38 +1000,Glebe,'2037,NSW,AU
#2067,51.97,24.15,6.92,76.12,2017-03-14 22:15:00 +1100,Annandale,'2038,NSW,AU
#1421,86,14.45,9.13,100.45,2016-02-19 10:01:41 +1100,Sydney,'2039,NSW,AU
#1074,23.95,11.75,3.25,35.7,2015-01-29 19:12:51 +1100,Balmain,'2041,NSW,AU
#1440,39.95,13.05,3.63,39.95,2016-03-30 17:24:44 +1100,Newtown,'2042,NSW,AU
#1376,10.89,13.05,2.18,23.94,2015-12-17 12:46:28 +1100,Enmore,'2042,NSW,AU
#1751,54.98,13.05,6.18,68.03,2016-11-10 11:31:39 +1100,Erskineville ,'2043,NSW,AU
#1362,23.99,8,0.73,31.99,2015-12-13 03:23:36 +1100,Tempe,'2044,NSW,AU
#1417,177.47,23.15,18.24,200.62,2016-01-31 21:07:30 +1100,Abbotsford,'2046,NSW,AU
#1159,116.69,16.25,12.09,132.94,2015-07-01 13:30:21 +1000,Sydney,'2046,NSW,AU
#1129,62.54,14.7,7.02,77.24,2015-05-26 19:02:04 +1000,Five dock,'2046,NSW,AU
#1568,47.54,13.05,5.51,60.59,2016-08-04 09:35:51 +1000,Lewisham,'2049,NSW,AU
#1611,72.67,13.05,7.79,85.72,2016-08-27 23:40:18 +1000,Camperdown,'2050,NSW,AU
#1485,28.99,13.05,2.64,28.99,2016-06-04 11:16:08 +1000,North Sydney,'2060,NSW,AU
#1284,9.95,8,1.63,17.95,2015-11-20 17:29:35 +1100,North Sydney,'2060,NSW,AU
#1220,16.9,8,1.54,16.9,2015-10-08 13:31:47 +1100,North Sydney,'2060,NSW,AU
#1147,44.9,14.7,5.42,59.6,2015-06-15 21:54:07 +1000,North Sydney,'2060,NSW,AU
#1797,67.96,14.45,7.49,82.41,2016-11-22 07:22:34 +1100,KIRRIBILLI,'2061,NSW,AU
#1439,32.95,16.25,4.47,49.2,2016-03-29 19:23:08 +1100,Kirribilli,'2061,NSW,AU
#1853,37.94,13.05,4.64,50.99,2016-12-02 00:48:22 +1100,Northbridge,'2063,NSW,AU
#2106,114.92,24.15,12.64,139.07,2017-04-29 12:43:16 +1000,Wollstonecraft,'2065,NSW,AU
#2045,62.98,13.4,6.94,76.38,2017-02-26 18:08:14 +1100,Greenwich,'2065,NSW,AU
#1896,19.94,13.05,3,32.99,2016-12-07 15:46:35 +1100,Lane Cove,'2066,NSW,AU
#1169,40.55,14.45,5,55,2015-07-17 12:56:27 +1000,Lane Cove North,'2066,NSW,AU
#1083,49.9,11.8,4.54,49.9,2015-02-24 20:24:17 +1100,Lane Cove,'2066,NSW,AU
#1420,114.77,14.45,11.75,129.22,2016-02-11 21:40:05 +1100,Willoughby,'2068,NSW,AU
#1109,25.95,7.5,0.68,33.45,2015-04-25 09:24:16 +1000,Castlecrag,'2068,NSW,AU
#1047,40.85,11.75,4.78,52.6,2014-12-10 14:20:16 +1100,West Pymble,'2073,NSW,AU
#1578,17.95,12.99,2.81,30.94,2016-08-09 16:52:10 +1000,South Turramurra,'2074,NSW,AU
#1742,64.92,13.05,7.09,77.97,2016-11-08 09:56:49 +1100,Normanhurst ,'2076,NSW,AU
#1667,58.48,13.05,6.5,71.53,2016-09-21 14:06:25 +1000,Wahroonga,'2076,NSW,AU
#1704,107.77,16.65,11.31,124.42,2016-10-09 22:02:22 +1100,Hornsby,'2077,NSW,AU
#1659,39.95,8,4.36,47.95,2016-09-18 13:54:36 +1000,Hornsby heights,'2077,NSW,AU
#1618,84.98,13.05,4.37,98.03,2016-09-01 11:19:09 +1000,Waitara,'2077,NSW,AU
#1346,68.89,16.25,7.74,85.14,2015-12-09 21:49:56 +1100,Waitara,'2077,NSW,AU
#1221,72.04,13.05,7.74,85.09,2015-10-09 08:01:16 +1100,Asquith,'2077,NSW,AU
#2065,172,34,15.64,172,2017-03-13 12:14:45 +1100,Terrey Hills ,'2084,NSW,AU
#2079,34.94,13.4,4.39,48.34,2017-03-24 22:29:37 +1100,Sydney,'2085,NSW,AU
#1993,19.99,13.4,3.04,33.39,2017-01-11 14:00:34 +1100,Forestville,'2087,NSW,AU
#1946,31.99,14.45,4.22,46.44,2016-12-13 10:56:56 +1100,Spit Junction,'2088,NSW,AU
#1673,18.99,8,2.45,26.99,2016-09-25 18:28:57 +1000,Sydney,'2088,NSW,AU
#1597,147.43,14.45,14.72,161.88,2016-08-18 13:32:08 +1000,Mosman,'2088,NSW,AU
#1337,32.95,16.25,4.47,49.2,2015-12-07 14:54:15 +1100,Mosman,'2088,NSW,AU
#1893,110.02,13.05,10,110.02,2016-12-07 07:23:04 +1100,NEUTRAL BAY,'2089,NSW,AU
#1587,70.8,13.05,7.62,83.85,2016-08-12 11:22:06 +1000,Neutral Bay,'2089,NSW,AU
#1952,36.99,8,4.09,44.99,2016-12-13 14:33:01 +1100,Cremorne Point,'2090,NSW,AU
#1693,65.97,13.05,7.18,79.02,2016-10-04 21:53:11 +1100,Cremorne Point,'2090,NSW,AU
#1384,34.9,8,3.17,34.9,2015-12-21 16:46:29 +1100,Cremorne Point,'2090,NSW,AU
#1317,38.2,13.05,4.66,51.25,2015-12-02 11:05:54 +1100,Cremorne Point,'2090,NSW,AU
#1105,75.7,14.7,8.22,90.4,2015-04-16 09:44:45 +1000,Seaforth,'2092,NSW,AU
#1345,107.57,16.25,11.26,123.82,2015-12-09 21:47:35 +1100,Manly,'2095,NSW,AU
#1637,47.98,13.05,5.55,61.03,2016-09-08 11:16:50 +1000,Freshwater,'2096,NSW,AU
#1400,93.54,14.45,9.82,107.99,2016-01-07 20:10:49 +1100,Collaroy Plateu,'2097,NSW,AU
#1855,67.93,14.45,7.49,82.38,2016-12-02 15:31:35 +1100,Dee Why,'2099,NSW,AU
#1196,29.99,10.3,3.66,40.29,2015-08-28 16:23:58 +1000,"Dee Why, Sydney",'2099,NSW,AU
#1759,6.95,9.79,1.52,16.74,2016-11-11 23:32:10 +1100,Beacon Hill,'2100,NSW,AU
#1437,29.99,8,3.45,37.99,2016-03-20 20:55:34 +1100,allambie heights,'2100,NSW,AU
#1869,60.88,13.05,6.72,73.93,2016-12-04 13:43:37 +1100,Elanora Heights,'2101,NSW,AU
#1629,27.18,8,3.2,35.18,2016-09-04 22:40:17 +1000,NEWPORT,'2106,NSW,AU
#1458,24.99,8,2.27,24.99,2016-05-12 13:57:15 +1000,Avalon,'2107,NSW,AU
#1484,44.99,13.05,4.09,44.99,2016-06-04 11:07:48 +1000,Hunters Hill,'2110,NSW,AU
#1483,22.85,13.05,2.08,22.85,2016-06-04 11:02:19 +1000,Hunters Hill,'2110,NSW,AU
#1110,24.35,13.05,3.4,37.4,2015-04-26 17:18:07 +1000,Hunters Hill,'2110,NSW,AU
#1906,24.99,8,3,32.99,2016-12-08 10:07:19 +1100,Gladesville,'2111,NSW,AU
#1451,0,8,0.73,8,2016-04-26 15:47:37 +1000,Boronia Park,'2111,NSW,AU
#1342,48.98,13.05,5.64,62.03,2015-12-09 13:31:40 +1100,Sydney,'2111,NSW,AU
#1899,29.94,8,3.45,37.94,2016-12-07 16:38:47 +1100,North Ryde,'2113,NSW,AU
#1757,49.98,8,5.27,57.98,2016-11-11 18:59:02 +1100,Telopea,'2117,NSW,AU
#1418,25.98,14.45,3.68,40.43,2016-02-03 19:23:32 +1100,Dundas Valley,'2117,NSW,AU
#1230,8.99,8,1.54,16.99,2015-10-15 10:05:19 +1100,Oatlands,'2117,NSW,AU
#1650,166.19,34,18.2,200.19,2016-09-13 10:22:07 +1000,Sydney,'2120,NSW,AU
#1950,152.44,34,16.95,186.44,2016-12-13 13:34:10 +1100,West Pennant Hills,'2125,NSW,AU
#1608,6.99,8,1.36,14.99,2016-08-27 12:34:22 +1000,West Pennant Hills,'2125,NSW,AU
#1714,38.99,9.79,4.43,48.78,2016-10-20 11:36:28 +1100,Cherrybrook,'2126,NSW,AU
#1108,42.9,11.8,2.61,54.7,2015-04-19 14:33:15 +1000,Cherrybrook ,'2126,NSW,AU
#1741,19.99,13.05,3,33.04,2016-11-08 08:32:06 +1100,Sydney Olympic Park,'2127,NSW,AU
#1464,69.98,14.45,3.13,84.43,2016-05-19 19:19:39 +1000,Wentworth Point,'2127,NSW,AU
#1638,28.19,13.05,3.75,41.24,2016-09-09 15:09:52 +1000,Summer hill,'2130,NSW,AU
#1144,57.85,20.85,7.15,78.7,2015-06-13 13:51:40 +1000,Wentworth Point,'2131,NSW,AU
#1628,60.97,16.65,7.06,77.62,2016-09-04 20:41:32 +1000,Sydney,'2132,NSW,AU
#2105,90.87,13.4,9.48,104.27,2017-04-25 16:11:37 +1000,Sydney,'2135,NSW,AU
#1381,46.9,16.25,4.26,46.9,2015-12-19 17:40:36 +1100,Strathfield South,'2136,NSW,AU
#1980,7.99,9.79,1.62,17.78,2016-12-28 10:32:10 +1100,Concord,'2137,NSW,AU
#1859,40.98,13.05,4.91,54.03,2016-12-03 13:26:39 +1100,Concord,'2137,NSW,AU
#1385,24.99,13.05,2.27,24.99,2015-12-21 17:01:36 +1100,Concord,'2137,NSW,AU
#1226,75.74,25,9.16,100.74,2015-10-12 18:06:58 +1100,Sydney,'2137,NSW,AU
#1177,123.09,14.45,12.5,137.54,2015-07-31 19:12:47 +1000,concord west,'2138,NSW,AU
#1113,36.98,11.8,4.43,48.78,2015-04-29 19:20:02 +1000,Rhodes,'2138,NSW,AU
#1849,154.32,13.05,15.22,167.37,2016-12-01 19:02:16 +1100,SOUTH WENTWORTHVILLE,'2145,NSW,AU
#1739,25.49,9.79,3.21,35.28,2016-11-07 13:43:14 +1100,Toongabbie,'2146,NSW,AU
#1529,88.68,14.45,9.38,103.13,2016-07-04 17:05:13 +1000,Old Toongabbie,'2146,NSW,AU
#1813,12.94,8,1.9,20.94,2016-11-24 13:23:08 +1100,Seven Hills,'2147,NSW,AU
#1745,34.99,9.79,4.07,44.78,2016-11-08 14:26:18 +1100,Seven Hills,'2147,NSW,AU
#1956,30.98,14.45,4.13,45.43,2016-12-14 02:54:27 +1100,Parramatta,'2150,NSW,AU
#1722,19.95,8,2.54,27.95,2016-10-24 15:06:35 +1100,Parramatta,'2150,NSW,AU
#1662,21.9,16.65,3.5,38.55,2016-09-19 12:19:01 +1000,Parramatta,'2150,NSW,AU
#1661,33.91,16.65,4.6,50.56,2016-09-19 12:10:29 +1000,Parramatta,'2150,NSW,AU
#1660,109.95,16.65,11.51,126.6,2016-09-19 12:05:28 +1000,Parramatta   ,'2150,NSW,AU
#1658,39.94,13.05,4.82,52.99,2016-09-18 11:06:38 +1000,Parramatta,'2150,NSW,AU
#1192,61.94,13.05,6.82,74.99,2015-08-21 21:16:52 +1000,Parramatta,'2150,NSW,AU
#1256,14.95,8,2.09,22.95,2015-11-04 14:06:01 +1100,Northmead,'2152,NSW,AU
#1449,34.15,16.65,4.62,50.8,2016-04-21 09:40:32 +1000,Baulkham Hills,'2153,NSW,AU
#1445,26.97,8,3.18,34.97,2016-04-12 20:59:55 +1000,Baulkham Hills,'2153,NSW,AU
#1364,44.99,14.45,5.4,59.44,2015-12-13 17:39:51 +1100,Bella Vista,'2153,NSW,AU
#1682,77.72,16.65,8.58,94.37,2016-10-01 08:55:22 +1000,CASTLE HILL,'2154,NSW,AU
#2078,169.92,17,16.99,186.92,2017-03-24 15:54:59 +1100,Kellyville,'2155,NSW,AU
#1639,53.18,14.45,6.15,67.63,2016-09-09 16:35:56 +1000,Guildford,'2161,NSW,AU
#2001,25.95,8.2,3.1,34.15,2017-01-17 12:06:11 +1100,Wetherill Park,'2164,NSW,AU
#1537,44.35,14.45,5.35,58.8,2016-07-12 11:33:34 +1000,Canley Vale,'2166,NSW,AU
#1407,61.27,13.05,6.76,74.32,2016-01-20 06:30:59 +1100,Canley Heights,'2166,NSW,AU
#1392,114.4,13.05,11.59,127.45,2015-12-27 08:41:54 +1100,Canley Heights,'2166,NSW,AU
#1687,26.95,7.99,3.18,34.94,2016-10-02 22:26:08 +1100,Prestons,'2170,NSW,AU
#1289,141.98,30,15.63,171.98,2015-11-22 20:17:18 +1100,Moorebank,'2170,NSW,AU
#1170,32.95,13.05,4.18,46,2015-07-20 12:17:09 +1000,Hammondville,'2170,NSW,AU
#1092,107.85,20.85,11.7,128.7,2015-03-25 18:45:50 +1100,Leppington,'2179,NSW,AU
#1547,19.99,10.3,2.75,30.29,2016-07-20 11:12:58 +1000,Greenacre,'2190,NSW,AU
#2048,25.95,13.4,3.58,39.35,2017-03-01 12:03:34 +1100,Campsie,'2194,NSW,AU
#2066,28.94,17,4.18,45.94,2017-03-14 19:55:31 +1100,ROSELANDS,'2196,NSW,AU
#1198,39.95,8,4.36,47.95,2015-09-02 10:04:59 +1000,condell park,'2200,NSW,AU
#1096,62.91,14.7,7.05,77.61,2015-04-09 17:19:21 +1000,Marrickville ,'2204,NSW,AU
#1988,20.99,8,2.64,28.99,2017-01-07 12:39:40 +1100,Sydney,'2206,NSW,AU
#1691,19.95,8,2.54,27.95,2016-10-04 13:40:30 +1100,Earlwood,'2206,NSW,AU
#1811,21.99,9.79,2.89,31.78,2016-11-24 07:16:11 +1100,Bexley North,'2207,NSW,AU
#1271,44.99,14.45,5.4,59.44,2015-11-15 00:16:15 +1100,Bardwell Valley,'2207,NSW,AU
#2082,101.92,15.2,10.65,117.12,2017-03-25 23:05:33 +1100,Narwee,'2209,NSW,AU
#1380,114.87,30,13.17,144.87,2015-12-19 12:25:12 +1100,Peakhurst Heights,'2210,NSW,AU
#1164,78.93,14.45,8.49,93.38,2015-07-08 14:29:32 +1000,Padstow,'2211,NSW,AU
#1245,25.9,13.05,3.54,38.95,2015-10-30 07:50:25 +1100,Revesby,'2212,NSW,AU
#1077,46.8,14.75,5.6,61.55,2015-02-03 20:42:40 +1100,Revesby,'2212,NSW,AU
#1508,83.9,13.05,8.81,96.95,2016-06-18 22:02:08 +1000,Rockdale ,'2216,NSW,AU
#1481,106.6,30,12.42,136.6,2016-06-03 22:14:09 +1000,Rockdale,'2216,NSW,AU
#1160,51,14.45,5.95,65.45,2015-07-05 21:00:35 +1000,ROCKDALE,'2216,NSW,AU
#1593,24.99,13.05,2.27,24.99,2016-08-16 13:57:37 +1000,Sydney,'2217,NSW,AU
#1043,32.9,11.75,4.06,44.65,2014-12-06 20:11:13 +1100,Kogarah,'2217,NSW,AU
#1299,39.95,13.05,4.82,53,2015-11-26 11:15:50 +1100,CARLTON,'2218,NSW,AU
#1154,49.95,10,5.45,59.95,2015-06-24 18:08:02 +1000,sans souci,'2219,NSW,AU
#1825,24.99,10.3,3.21,35.29,2016-11-28 12:00:02 +1100,Sydney,'2225,NSW,AU
#1258,87.88,16.25,9.47,104.13,2015-11-05 11:59:08 +1100,Oyster Bay,'2225,NSW,AU
#1890,49.87,13.05,5.72,62.92,2016-12-06 21:44:59 +1100,Jannali,'2226,NSW,AU
#1443,98.85,30,11.71,128.85,2016-04-10 21:32:35 +1000,COMO,'2226,NSW,AU
#1052,62.8,25,7.98,87.8,2014-12-15 18:51:34 +1100,Bonnet bay,'2226,NSW,AU
#1046,121.5,25,13.32,146.5,2014-12-09 17:05:58 +1100,Bonnet bay,'2226,NSW,AU
#1027,38.9,12.5,4.67,51.4,2014-11-17 16:07:42 +1100,Bonnet bay,'2226,NSW,AU
#1979,69.95,14.45,7.67,84.4,2016-12-24 09:10:04 +1100,Sydney,'2229,NSW,AU
#1252,78.27,13.05,8.3,91.32,2015-11-03 15:53:23 +1100,Caringbah South,'2229,NSW,AU
#1333,81.88,13.05,8.63,94.93,2015-12-06 11:31:42 +1100,Cronulla,'2230,NSW,AU
#1944,11.99,9.79,1.98,21.78,2016-12-13 08:26:11 +1100,Grays Point,'2232,NSW,AU
#1634,24.99,8,3,32.99,2016-09-06 15:58:23 +1000,Loftus,'2232,NSW,AU
#1361,79.39,13.05,8.4,92.44,2015-12-12 20:38:04 +1100,KAREELA,'2232,NSW,AU
#1188,27.6,8,3.24,35.6,2015-08-17 13:46:57 +1000,Sutherland,'2232,NSW,AU
#1546,25.99,13.05,3.55,39.04,2016-07-18 19:39:57 +1000,Sydney,'2233,NSW,AU
#1312,104.27,14.45,10.79,118.72,2015-11-30 09:48:27 +1100,Woronora Heights,'2233,NSW,AU
