Name,Subtotal,Shipping,Taxes,Total,Created at,Billing City,Billing Zip,Billing Province,Billing Country
#1286,23.99,8,0.73,31.99,2015-11-22 08:41:03 +1100,Hindmarsh,'5007,SA,AU
#1982,30.97,8,3.54,38.97,2017-01-03 12:19:52 +1100,woodville,'5011,SA,AU
#1777,77.97,13.05,8.27,91.02,2016-11-17 22:28:21 +1100,Albert Park ,'5014,SA,AU
#1995,7.99,9.79,1.62,17.78,2017-01-13 22:06:29 +1100,SEMAPHORE PARK,'5019,SA,AU
#1435,70.04,13.05,7.55,83.09,2016-03-11 21:23:27 +1100,Adelaide ,'5019,SA,AU
#1503,476.9,30,46.08,506.9,2016-06-16 18:20:26 +1000,New South Wales,'5022,SA,AU
#1353,44.28,14.45,5.34,58.73,2015-12-10 21:54:06 +1100,West Beach,'5024,SA,AU
#2050,105.95,17,11.18,122.95,2017-03-03 11:20:47 +1100,Lockleys,'5032,SA,AU
#1586,31.9,8,3.63,39.9,2016-08-11 18:24:45 +1000,brooklyn park,'5032,SA,AU
#1225,88.53,14.45,9.36,102.98,2015-10-12 16:28:45 +1100,BROOKLYN PARK,'5032,SA,AU
#1713,20.85,13.05,3.08,33.9,2016-10-17 12:42:51 +1100,millswood,'5034,SA,AU
#1222,13.95,8,2,21.95,2015-10-10 14:56:19 +1100,Millswood,'5034,SA,AU
#1306,123.71,16.25,12.72,139.96,2015-11-28 21:31:36 +1100,EVERARD PARK,'5035,SA,AU
#2028,19.99,13.4,3.04,33.39,2017-02-10 21:09:37 +1100,WESTBOURNE PARK,'5041,SA,AU
#1162,32.9,14.45,4.3,47.35,2015-07-07 10:38:22 +1000,Ascot park,'5043,SA,AU
#1929,65.28,14.45,7.25,79.73,2016-12-11 22:02:13 +1100,Brighton,'5048,SA,AU
#1907,49.99,8,5.27,57.99,2016-12-08 10:37:47 +1100,Eden Hills ,'5050,SA,AU
#1867,58.97,13.05,6.55,72.02,2016-12-04 09:25:30 +1100,Eden Hills ,'5050,SA,AU
#1657,69.25,13.05,7.48,82.3,2016-09-18 08:45:20 +1000,Coromandel Valley,'5051,SA,AU
#1572,68.86,14.45,7.57,83.31,2016-08-07 00:04:22 +1000,Coromandel Valley,'5051,SA,AU
#1771,25.89,13.05,3.54,38.94,2016-11-15 21:42:44 +1100,Malvern Adelaide,'5061,SA,AU
#1563,30.94,16.65,4.33,47.59,2016-08-01 14:33:50 +1000,Unley,'5061,SA,AU
#1453,25.99,14.45,3.68,40.44,2016-05-02 20:00:43 +1000,Unley,'5061,SA,AU
#1550,18.95,13.05,2.91,32,2016-07-20 22:58:42 +1000,"CLAPHAM, South Australia",'5062,SA,AU
#1829,40.98,16.65,5.24,57.63,2016-11-28 15:44:06 +1100,Tusmore,'5065,SA,AU
#2099,34.98,13.4,4.4,48.38,2017-04-10 09:44:15 +1000,Norwood,'5067,SA,AU
#1307,36.25,16.25,4.77,52.5,2015-11-29 12:32:32 +1100,Norwood,'5067,SA,AU
#1427,30.85,13.05,3.99,43.9,2016-02-26 16:58:57 +1100,Kensington ,'5068,SA,AU
#1423,60.25,16.25,6.95,76.5,2016-02-21 22:50:36 +1100,Kensington ,'5068,SA,AU
#1111,25.95,7.5,0.68,33.45,2015-04-27 10:21:51 +1000,Stepney,'5069,SA,AU
#1212,32.15,8,3.65,40.15,2015-10-02 07:58:20 +1000,Skye,'5072,SA,AU
#1490,27.49,13.05,3.69,40.54,2016-06-08 09:30:11 +1000,WALKERVILLE,'5081,SA,AU
#1104,24.8,7.5,0.68,32.3,2015-04-15 18:33:04 +1000,Windsor gardens,'5087,SA,AU
#1963,27.6,8,3.24,35.6,2016-12-14 16:41:39 +1100,Adelaide,'5089,SA,AU
#1921,19.99,9.79,2.71,29.78,2016-12-10 09:32:08 +1100,Para Vista,'5093,SA,AU
#1567,10.95,7.99,1.73,18.94,2016-08-04 08:38:20 +1000,Mawson Lakes,'5095,SA,AU
#1564,8.99,7.99,1.55,16.98,2016-08-01 18:58:11 +1000,Mawson Lakes,'5095,SA,AU
#2004,19.99,9.79,2.71,29.78,2017-01-22 12:53:45 +1100,ST AGNES,'5097,SA,AU
#1290,29.99,8,3.45,37.99,2015-11-22 20:39:37 +1100,Adelaide,'5109,SA,AU
#2029,32.99,16.1,4.46,49.09,2017-02-11 09:26:10 +1100,EDINBURGH NORTH,'5113,SA,AU
#1700,27.93,8,3.27,35.93,2016-10-07 01:06:51 +1100,Blakeview,'5114,SA,AU
#1486,37.94,14.45,4.76,52.39,2016-06-06 14:35:15 +1000,Willaston,'51178,SA,AU
#1352,12.5,10.3,2.07,22.8,2015-12-10 20:41:20 +1100,Golden Grove,'5125,SA,AU
#1182,24.95,14.45,3.58,39.4,2015-08-05 22:17:29 +1000,Greenwith,'5125,SA,AU
#2025,19.99,9.79,2.71,29.78,2017-02-09 17:32:11 +1100,Macclesfield,'5153,SA,AU
#1280,58.55,13.05,6.51,71.6,2015-11-18 15:50:33 +1100,Lonsdale,'5160,SA,AU
#1297,42.94,16.25,5.38,59.19,2015-11-25 11:58:58 +1100,ADELAIDE,'5161,SA,AU
#1371,39.94,23.15,5.74,63.09,2015-12-15 20:19:17 +1100,Woodcroft,'5162,SA,AU
#1843,40.98,14.45,5.04,55.43,2016-11-30 08:05:54 +1100,"Port Noarlunga , Adelaide",'5167,SA,AU
#1273,78.24,16.25,8.59,94.49,2015-11-15 17:10:11 +1100,Port Noarlunga South,'5167,SA,AU
#1244,24.99,8,3,32.99,2015-10-29 11:50:19 +1100,Pt Noarlunga South,'5167,SA,AU
#1643,54.17,14.45,6.24,68.62,2016-09-10 14:34:59 +1000,Seaford Meadows,'5169,SA,AU
#2107,101.92,34,12.36,135.92,2017-04-30 12:24:43 +1000,ALDINGA BEACH,'5173,SA,AU
#1233,162.78,25,17.07,187.78,2015-10-19 22:35:54 +1100,Meadows,'5201,SA,AU
#1434,84.89,13.05,8.9,97.94,2016-03-09 10:32:01 +1100,Carrickalinga,'5204,SA,AU
#1038,29.99,7.5,3.41,37.49,2014-12-04 13:36:45 +1100,Kingscote,'5223,SA,AU
#1009,47.85,15,4.54,62.85,2014-09-19 09:53:32 +1000,Kingscote,'5223,SA,AU
#1828,67.93,9.79,7.06,77.72,2016-11-28 13:12:46 +1100,Birdwood,'5234,SA,AU
#1685,43.98,13.05,5.18,57.03,2016-10-02 15:14:38 +1100,NAIRNE,'5252,SA,AU
#1041,44.9,11.75,5.15,56.65,2014-12-06 12:14:12 +1100,Mundulla,'5270,SA,AU
#1119,51.9,11.8,1.07,63.7,2015-05-10 10:45:07 +1000,Mount Gambier,'5290,SA,AU
#1328,59.99,13.05,6.64,73.04,2015-12-05 09:17:47 +1100,Mount gambier east,'5291,SA,AU
#1219,64.85,25,8.17,89.85,2015-10-08 11:31:20 +1100,COCKATOO VALLEY,'5351,SA,AU
#1500,19.98,13.05,3,33.03,2016-06-14 16:52:21 +1000,South Australia ,'5355,SA,AU
#1495,9.99,8,1.64,17.99,2016-06-12 20:58:55 +1000,South Australia ,'5355,SA,AU
#2092,41.98,13.4,5.03,55.38,2017-04-02 20:25:35 +1000,Kapunda,'5373,SA,AU
#1331,42.89,14.45,5.21,57.34,2015-12-06 07:57:27 +1100,Eudunda,'5374,SA,AU
#1277,24.99,14.45,3.59,39.44,2015-11-17 12:14:20 +1100,Melrose,'5483,SA,AU
#1174,42.47,13.05,5.05,55.52,2015-07-26 12:41:29 +1000,Melrose,'5483,SA,AU
#2030,5.99,10.5,1.5,16.49,2017-02-11 23:18:36 +1100,JAMESTOWN,'5491,SA,AU
#1776,54.88,14.45,6.3,69.33,2016-11-17 20:28:18 +1100,JAMESTOWN,'5491,SA,AU
#1809,10.99,9.79,1.89,20.78,2016-11-23 22:06:29 +1100,Yorketown,'5576,SA,AU
#1996,19.99,9.79,2.71,29.78,2017-01-14 00:32:12 +1100,Whyalla,'5600,SA,AU
#1523,19.99,16.65,3.33,36.64,2016-06-30 20:06:06 +1000,Whyalla,'5608,SA,AU
#1146,23.95,20.85,4.07,44.8,2015-06-14 13:54:46 +1000,Penong,'5690,SA,AU
#1599,50.38,13.05,5.77,63.43,2016-08-18 15:57:49 +1000,Stirling North,'5710,SA,AU
#1139,49.95,13.05,5.73,63,2015-06-07 13:04:59 +1000,Perth,'6000,WA,AU
#1288,43.48,13.05,5.14,56.53,2015-11-22 18:50:38 +1100,Perth ,'6005,WA,AU
#2054,202.09,17,19.92,219.09,2017-03-04 17:00:27 +1100,North Perth,'6006,WA,AU
#1399,66.72,13.05,7.25,79.77,2016-01-05 00:32:55 +1100,North Perth,'6006,WA,AU
#1267,114.93,14.45,11.76,129.38,2015-11-11 15:14:51 +1100,North Perth,'6006,WA,AU
#1218,29.99,8,3.45,37.99,2015-10-06 19:09:03 +1100,Subiaco,'6008,WA,AU
#2069,24.99,8.2,3.02,33.19,2017-03-15 19:00:43 +1100,Peppermint Grove,'6011,WA,AU
#1621,44.27,8,4.75,52.27,2016-09-01 23:04:09 +1000,Wembley,'6014,WA,AU
#1130,102,13.05,10.46,115.05,2015-05-29 17:48:45 +1000,City Beach,'6015,WA,AU
#1205,44.95,14.45,5.4,59.4,2015-09-17 17:57:25 +1000,Perth,'6016,WA,AU
#2061,25.98,8.2,3.11,34.18,2017-03-07 16:25:46 +1100,Innaloo,'6018,WA,AU
#1774,206.85,34,21.9,240.85,2016-11-16 17:55:55 +1100,Perth,'6018,WA,AU
#1609,29.9,13.05,3.9,42.95,2016-08-27 16:29:00 +1000,Perth,'6018,WA,AU
#1551,10.99,8,1.73,18.99,2016-07-20 23:55:06 +1000,Perth,'6019,WA,AU
#2085,46.99,17,5.82,63.99,2017-03-27 18:26:50 +1100,DUNCRAIG,'6021,WA,AU
#1152,31.95,10,3.81,41.95,2015-06-19 21:28:14 +1000,Balcatta,'6021,WA,AU
#1953,24.99,10.3,3.21,35.29,2016-12-13 14:46:30 +1100,Duncraig,'6023,WA,AU
#1173,36.59,14.45,4.64,51.04,2015-07-23 23:43:47 +1000,Duncraig,'6023,WA,AU
#1938,66.87,16.65,7.59,83.52,2016-12-12 17:33:02 +1100,Perth,'6026,WA,AU
#1020,19.95,7.5,2.5,27.45,2014-11-10 16:33:48 +1100,PERTH,'6026,WA,AU
#1683,34.99,7.99,3.91,42.98,2016-10-01 20:26:10 +1000,Mullaloo,'6027,WA,AU
#1561,79.19,14.45,8.51,93.64,2016-07-31 21:25:53 +1000,Joondalup,'6027,WA,AU
#1032,14.95,7.5,2.04,22.45,2014-11-28 19:11:09 +1100,Beldon,'6027,WA,AU
#1720,7.3,10.3,1.6,17.6,2016-10-23 13:00:23 +1100,KINROSS,'6028,WA,AU
#1282,39.84,13.05,4.81,52.89,2015-11-19 23:21:49 +1100,Perth,'6028,WA,AU
#1614,56.54,13.05,6.33,69.59,2016-08-29 15:13:15 +1000,Quinns Rocks,'6030,WA,AU
#1203,11.95,8,1.81,19.95,2015-09-12 16:36:53 +1000,Mindarie,'6030,WA,AU
#1200,142.88,16.25,14.47,159.13,2015-09-06 00:14:46 +1000,Clarkson,'6030,WA,AU
#1584,77.75,13.05,8.25,90.8,2016-08-11 10:57:02 +1000,perth,'6031,WA,AU
#1846,31.99,10.3,3.84,42.29,2016-12-01 09:55:25 +1100,Eglinton,'6034,WA,AU
#1677,94.76,14.45,9.93,109.21,2016-09-26 18:34:06 +1000,Maylands,'6051,WA,AU
#1398,23.99,8,0.73,31.99,2016-01-03 00:50:46 +1100,Maylands,'6051,WA,AU
#1360,23.99,10.3,0.94,34.29,2015-12-12 15:50:44 +1100,Maylands,'6051,WA,AU
#1627,29.93,8,3.45,37.93,2016-09-04 12:49:29 +1000,bayswater,'6053,WA,AU
#1309,62.79,13.05,6.89,75.84,2015-11-29 19:20:19 +1100,Bayswater,'6053,WA,AU
#2016,36.89,17,4.9,53.89,2017-02-01 22:36:28 +1100,EDEN HILL,'6054,WA,AU
#1589,10.99,7.99,1.73,18.98,2016-08-13 01:28:13 +1000,Henley Brook,'6055,WA,AU
#1068,19.95,20,3.63,39.95,2015-01-19 20:29:33 +1100,helena valley ,'6056,WA,AU
#1394,24.99,13.05,3.46,38.04,2015-12-29 23:13:38 +1100,Forrestfield ,'6058,WA,AU
#1040,15.85,7.5,2.12,23.35,2014-12-05 00:10:49 +1100,Perth,'6060,WA,AU
#1494,19.99,13.05,3,33.04,2016-06-11 16:18:20 +1000,Morley,'6062,WA,AU
#1459,90.3,13.05,9.4,103.35,2016-05-15 23:10:04 +1000,GIRRAWHEEN,'6064,WA,AU
#1295,44.99,13.05,5.28,58.04,2015-11-24 16:20:06 +1100,Hocking,'6065,WA,AU
#1163,172.81,23.15,17.81,195.96,2015-07-08 12:48:14 +1000,wangara,'6065,WA,AU
#1970,27.98,23.75,4.7,51.73,2016-12-15 21:38:57 +1100,Ballajura,'6066,WA,AU
#1723,52.59,14.45,6.09,67.04,2016-10-25 19:03:09 +1100,Darlington,'6070,WA,AU
#1716,85.26,16.65,9.26,101.91,2016-10-20 14:35:25 +1100,Paulls Valley,'6076,WA,AU
#1602,43.88,16.65,5.5,60.53,2016-08-21 22:04:04 +1000,Lesmurdie,'6076,WA,AU
#1035,49.9,11.75,5.6,61.65,2014-12-02 12:11:02 +1100,Lathlain,'6100,WA,AU
#1823,29.99,8,3.45,37.99,2016-11-27 18:07:28 +1100,CARLISLE,'6101,WA,AU
#1533,49.98,23.75,6.7,73.73,2016-07-10 13:22:47 +1000,CARLISLE NORTH,'6101,WA,AU
#1499,25.75,14.45,3.65,40.2,2016-06-14 12:58:23 +1000,Perth,'6101,WA,AU
#2060,187.38,17,18.58,204.38,2017-03-07 15:33:24 +1100,Kewdale ,'6105,WA,AU
#1603,39.95,14,4.9,53.95,2016-08-21 22:04:12 +1000,Huntingdale,'6110,WA,AU
#2084,46.98,13.4,5.49,60.38,2017-03-26 19:20:26 +1100,Roleystone,'6111,WA,AU
#1793,16.99,8,2.27,24.99,2016-11-21 14:23:15 +1100,Kelmscott ,'6111,WA,AU
#1579,46.23,13.05,5.39,59.28,2016-08-09 18:08:08 +1000,Roleystone,'6111,WA,AU
#1102,74.65,20.85,8.68,95.5,2015-04-15 11:41:41 +1000,Roleystone,'6111,WA,AU
#1814,59.97,13.05,6.64,73.02,2016-11-24 15:38:49 +1100,Harrisdale,'6112,WA,AU
#1158,44.99,10,5,54.99,2015-06-30 14:03:50 +1000,Perth ,'6112,WA,AU
#1766,29.98,13.05,3.91,43.03,2016-11-14 13:04:07 +1100,Serpentine,'6125,WA,AU
#1283,101.58,14.45,10.55,116.03,2015-11-20 16:49:01 +1100,LYNWOOD,'6147,WA,AU
#1769,19.99,8,2.54,27.99,2016-11-15 17:48:03 +1100,Shelley,'6148,WA,AU
#1663,15.9,8,2.17,23.9,2016-09-19 22:21:50 +1000,Riverton,'6148,WA,AU
#1601,38.78,13.05,4.71,51.83,2016-08-20 21:07:21 +1000,Perth,'6148,WA,AU
#1228,68.26,13.05,7.39,81.31,2015-10-14 21:32:43 +1100,leeming,'6149,WA,AU
#1278,39.95,8,4.36,47.95,2015-11-18 00:14:46 +1100,Como,'6152,WA,AU
#1454,17.95,8,2.36,25.95,2016-05-04 12:56:21 +1000,Willetton,'6155,WA,AU
#1053,36.8,11.75,4.41,48.55,2014-12-15 20:08:34 +1100,Canning Vale,'6155,WA,AU
#1583,33.55,8,3.78,41.55,2016-08-10 14:26:47 +1000,Attadale,'6156,WA,AU
#2037,104.32,24.15,11.68,128.47,2017-02-19 13:34:54 +1100,Bibra Lake,'6163,WA,AU
#1909,91.86,23.75,10.51,115.61,2016-12-08 15:21:19 +1100,Kardinya,'6163,WA,AU
#1756,24.99,16.65,3.79,41.64,2016-11-11 16:53:39 +1100,Kardinya,'6163,ACT,AU
#1733,128.88,34,14.81,162.88,2016-11-03 21:51:46 +1100,Kardinya,'6163,ACT,AU
#1339,49.95,16.25,6.02,66.2,2015-12-07 16:57:33 +1100,Samson,'6163,WA,AU
#1510,80.4,34,10.4,114.4,2016-06-20 05:03:42 +1000,Jandakot,'6164,WA,AU
#1405,46.5,14.45,5.54,60.95,2016-01-17 03:08:24 +1100,Kwinana,'6167,WA,AU
#1281,39.9,16.25,5.1,56.15,2015-11-19 19:32:20 +1100,Rockingham,'6168,WA,AU
#1531,9.45,8,1.59,17.45,2016-07-04 22:18:15 +1000,SafetyBay,'6169,WA,AU
#1078,13.95,11.8,2.34,25.75,2015-02-10 20:48:36 +1100,Shoalwater,'6169,WA,AU
#1968,59.99,16.65,6.97,76.64,2016-12-15 20:00:49 +1100,perth,'6171,WA,AU
#2113,39.99,10.5,4.59,50.49,2017-05-08 20:34:12 +1000,WANNANUP,'6210,WA,AU
#2068,118.33,10.2,11.71,128.53,2017-03-15 03:32:16 +1100,Mandurah,'6210,WA,AU
#2063,12.99,10.2,2.11,23.19,2017-03-11 02:18:55 +1100,Mandurah,'6210,WA,AU
#1787,36.93,13.05,4.54,49.98,2016-11-20 17:12:12 +1100,Madora Bay,'6210,WA,AU
#1519,24.91,13.05,3.45,37.96,2016-06-24 18:20:30 +1000,silver sands,'6210,WA,AU
#1863,4.99,10.3,1.39,15.29,2016-12-03 14:56:25 +1100,Collie,'6225,WA,AU
#1773,23.8,10.3,3.1,34.1,2016-11-16 16:09:03 +1100,Bunbury,'6230,WA,AU
#1761,394.63,34,38.97,428.63,2016-11-13 19:27:21 +1100,DALYELLUP,'6230,WA,AU
#1403,24.99,14.45,3.59,39.44,2016-01-12 23:31:18 +1100,Bunbury,'6230,WA,AU
#1241,173.78,16.25,17.28,190.03,2015-10-26 20:00:05 +1100,Dalyellup,'6230,WA,AU
#1463,87.92,13.05,9.18,100.97,2016-05-19 08:39:58 +1000,DONNYBROOK,'6239,WA,AU
#2100,48.99,15.2,5.84,64.19,2017-04-11 12:34:15 +1000,West Busselton,'6280,WA,AU
#1600,28.5,13.05,3.78,41.55,2016-08-19 15:27:57 +1000,Busselton,'6280,TAS,AU
#1592,94.96,16.65,10.15,111.61,2016-08-16 13:41:56 +1000,West Busselton,'6280,WA,AU
#1854,19.99,9.79,2.71,29.78,2016-12-02 00:52:14 +1100,Cowaramup,'6284,WA,AU
#1755,35.88,14.45,4.58,50.33,2016-11-11 14:40:21 +1100,Pingelly,'6308,WA,AU
#1065,23.95,14.8,3.52,38.75,2015-01-16 12:40:43 +1100,Tambellup,'6320,WA,AU
#1414,24.99,14.45,3.59,39.44,2016-01-24 16:44:28 +1100,Bayonet Head,'6330,WA,AU
#1033,35.85,11.75,4.33,47.6,2014-11-30 03:26:36 +1100,Hopetoun,'6348,WA,AU
#1520,43.98,23.75,6.16,67.73,2016-06-25 12:20:29 +1000,Wickepin,'6370,WA,AU
#1504,57.97,23.75,7.43,81.72,2016-06-16 23:06:15 +1000,Wickepin ,'6370,WA,AU
#2005,19.99,9.79,2.71,29.78,2017-01-24 14:12:29 +1100,Meckering,'6405,WA,AU
#2109,49.99,17,6.09,66.99,2017-04-30 19:26:40 +1000,Kalgoorlie,'6430,WA,AU
#1721,58.89,16.65,6.87,75.54,2016-10-24 11:03:20 +1100,Geraldton,'6530,WA,AU
#1702,26.95,9.79,3.34,36.74,2016-10-08 19:24:14 +1100,geraldton,'6530,WA,AU
#1594,20.94,8,2.63,28.94,2016-08-16 17:41:08 +1000,Geraldton,'6530,WA,AU
#1560,110.73,13.05,11.25,123.78,2016-07-31 20:03:40 +1000,Geraldon,'6530,WA,AU
#1506,52.59,13.05,5.97,65.64,2016-06-17 16:09:12 +1000,Mahomets Flats,'6530,WA,AU
#1779,23.97,8,2.91,31.97,2016-11-18 13:52:28 +1100,Glenfield,'6532,WA,AU
#1861,65.9,34,9.08,99.9,2016-12-03 14:35:25 +1100,Chidlow,'6556,WA,AU
#1836,110.58,16.65,11.57,127.23,2016-11-29 18:33:53 +1100,Exmouth,'6707,WA,AU
#1891,69.97,13.05,7.55,83.02,2016-12-06 22:47:11 +1100,Karratha,'6714,WA,AU
#1539,105.72,23.75,11.77,129.47,2016-07-14 14:35:40 +1000,Karratha,'6714,WA,AU
#1128,24.95,25,4.54,49.95,2015-05-22 10:59:29 +1000,South Hedland ,'6722,WA,AU
#1624,25.99,13.05,3.55,39.04,2016-09-03 09:54:41 +1000,derby,'6728,WA,AU
#1025,43.9,7.5,4.67,51.4,2014-11-15 14:31:07 +1100,Tom Price,'6751,WA,AU
#1553,105.76,13.05,10.8,118.81,2016-07-21 21:56:51 +1000,Newman ,'6753,WA,AU
#2053,15.9,10.5,2.4,26.4,2017-03-04 12:57:27 +1100,Bayswater,'6933,WA,AU
#1502,26.18,14.45,3.69,40.63,2016-06-16 16:20:00 +1000,South Hobart,'7004,TAS,AU
#1468,5.95,13.05,1.73,19,2016-05-24 19:36:01 +1000,Lenah Valley,'7008,TAS,AU
#1375,24.4,8,2.95,32.4,2015-12-16 16:21:39 +1100,Glenorchy,'7010,TAS,AU
#1106,25.95,7.5,0.68,33.45,2015-04-16 20:35:35 +1000,Montrose,'7010,TAS,AU
#1718,99.92,16.65,10.6,116.57,2016-10-21 20:00:40 +1100,Claremont,'7011,TAS,AU
#1172,44.99,14.45,5.4,59.44,2015-07-23 21:19:27 +1000,Geilston Bay,'7015,TAS,AU
#1132,65.45,11.8,7.02,77.25,2015-05-31 13:01:36 +1000,Hobart,'7050,TAS,AU
#2014,25.49,9.79,3.21,35.28,2017-02-01 10:02:11 +1100,Blackmans Bay,'7052,TAS,AU
#1248,27.6,8,3.24,35.6,2015-11-02 11:20:01 +1100,Taroona,'7053,TAS,AU
#1711,34.99,8,3.91,42.99,2016-10-16 03:06:23 +1100,Youngtown,'7249,TAS,AU
#1873,24.99,8,3,32.99,2016-12-05 09:24:30 +1100,South Launceston,'7250,QLD,AU
#1429,61.54,14.45,6.91,75.99,2016-03-03 10:43:02 +1100,Riverside,'7250,TAS,AU
#1327,59.9,14.45,6.76,74.35,2015-12-05 01:17:36 +1100,"Riverside, TAS",'7250,TAS,AU
#1238,26.95,10.3,3.39,37.25,2015-10-24 11:24:19 +1100,Riverside,'7250,TAS,AU
#1117,34.95,11.8,4.25,46.75,2015-05-07 15:44:52 +1000,Inveresk,'7250,TAS,AU
#1735,24.99,8,3,32.99,2016-11-04 14:24:17 +1100,Bracknell,'7302,TAS,AU
#2021,19.99,13.4,3.04,33.39,2017-02-04 09:52:37 +1100,Shearwater,'7307,TAS,AU
#1279,108.83,30,12.62,138.83,2015-11-18 13:12:02 +1100,Port Sorell,'7307,TAS,AU
#1076,23.95,14.8,3.52,38.75,2015-02-01 13:34:14 +1100,Port Sorell,'7307,TAS,AU